timestamp,symbol,price
2025-09-20T14:30:23.988845,AAPL,163.17
2025-09-20T14:30:24.001532,AAPL,163.04
2025-09-20T14:30:24.014183,AAPL,160.16
2025-09-20T14:30:24.026840,AAPL,162.31
2025-09-20T14:30:24.038607,AAPL,162.64
2025-09-20T14:30:24.049739,AAPL,163.15
2025-09-20T14:30:24.061220,AAPL,155.18
2025-09-20T14:30:24.073940,AAPL,155.93
2025-09-20T14:30:24.086675,AAPL,159.12
2025-09-20T14:30:24.099405,AAPL,158.5
2025-09-20T14:30:24.110298,AAPL,154.6
2025-09-20T14:30:24.122933,AAPL,154.53
2025-09-20T14:30:24.135663,AAPL,150.9
2025-09-20T14:30:24.148331,AAPL,151.12
2025-09-20T14:30:24.160996,AAPL,148.29
2025-09-20T14:30:24.172757,AAPL,147.0
2025-09-20T14:30:24.184877,AAPL,146.75
2025-09-20T14:30:24.195656,AAPL,150.07
2025-09-20T14:30:24.208455,AAPL,146.41
2025-09-20T14:30:24.219929,AAPL,146.11
2025-09-20T14:30:24.231988,AAPL,143.18
2025-09-20T14:30:24.244050,AAPL,145.87
2025-09-20T14:30:24.256794,AAPL,150.73
2025-09-20T14:30:24.267022,AAPL,152.02
2025-09-20T14:30:24.277700,AAPL,147.79
2025-09-20T14:30:24.290395,AAPL,155.23
2025-09-20T14:30:24.302843,AAPL,155.08
2025-09-20T14:30:24.313671,AAPL,152.98
2025-09-20T14:30:24.326377,AAPL,149.77
2025-09-20T14:30:24.337521,AAPL,148.24
2025-09-20T14:30:24.349411,AAPL,146.73
2025-09-20T14:30:24.361346,AAPL,141.31
2025-09-20T14:30:24.371591,AAPL,145.3
2025-09-20T14:30:24.384342,AAPL,142.34
2025-09-20T14:30:24.396692,AAPL,139.64
2025-09-20T14:30:24.409369,AAPL,138.64
2025-09-20T14:30:24.421794,AAPL,136.43
2025-09-20T14:30:24.434505,AAPL,136.34
2025-09-20T14:30:24.446206,AAPL,134.64
2025-09-20T14:30:24.457937,AAPL,136.88
2025-09-20T14:30:24.470060,AAPL,138.17
2025-09-20T14:30:24.480611,AAPL,134.74
2025-09-20T14:30:24.492507,AAPL,135.05
2025-09-20T14:30:24.505191,AAPL,134.84
2025-09-20T14:30:24.517515,AAPL,133.28
2025-09-20T14:30:24.529263,AAPL,134.19
2025-09-20T14:30:24.562053,AAPL,131.36
2025-09-20T14:30:24.573562,AAPL,134.74
2025-09-20T14:30:24.583952,AAPL,132.03
2025-09-20T14:30:24.595961,AAPL,137.53
2025-09-20T14:30:24.608593,AAPL,136.45
2025-09-20T14:30:24.621153,AAPL,136.22
2025-09-20T14:30:24.634022,AAPL,135.2
2025-09-20T14:30:24.646670,AAPL,136.18
2025-09-20T14:30:24.657600,AAPL,132.6
2025-09-20T14:30:24.670273,AAPL,132.62
2025-09-20T14:30:24.682945,AAPL,132.59
2025-09-20T14:30:24.695572,AAPL,135.5
2025-09-20T14:30:24.707609,AAPL,136.25
2025-09-20T14:30:24.719819,AAPL,139.69
2025-09-20T14:30:24.732038,AAPL,139.7
2025-09-20T14:30:24.742184,AAPL,140.18
2025-09-20T14:30:24.754832,AAPL,138.17
2025-09-20T14:30:24.766338,AAPL,137.48
2025-09-20T14:30:24.778984,AAPL,138.36
2025-09-20T14:30:24.791626,AAPL,139.01
2025-09-20T14:30:24.802074,AAPL,137.4
2025-09-20T14:30:24.814750,AAPL,140.34
2025-09-20T14:30:24.827432,AAPL,139.58
2025-09-20T14:30:24.838921,AAPL,138.11
2025-09-20T14:30:24.849231,AAPL,139.05
2025-09-20T14:30:24.861872,AAPL,138.48
2025-09-20T14:30:24.874166,AAPL,134.35
2025-09-20T14:30:24.886894,AAPL,135.1
2025-09-20T14:30:24.899603,AAPL,131.5
2025-09-20T14:30:24.912258,AAPL,131.46
2025-09-20T14:30:24.924925,AAPL,127.89
2025-09-20T14:30:24.935584,AAPL,124.74
2025-09-20T14:30:24.948197,AAPL,121.41
2025-09-20T14:30:24.960415,AAPL,123.12
2025-09-20T14:30:24.973074,AAPL,119.02
2025-09-20T14:30:24.984937,AAPL,116.48
2025-09-20T14:30:24.996958,AAPL,118.65
2025-09-20T14:30:25.009571,AAPL,122.63
2025-09-20T14:30:25.021191,AAPL,120.35
2025-09-20T14:30:25.033797,AAPL,120.73
2025-09-20T14:30:25.046456,AAPL,124.3
2025-09-20T14:30:25.059116,AAPL,124.42
2025-09-20T14:30:25.071543,AAPL,130.4
2025-09-20T14:30:25.084151,AAPL,129.53
2025-09-20T14:30:25.096782,AAPL,133.27
2025-09-20T14:30:25.109390,AAPL,137.66
2025-09-20T14:30:25.122021,AAPL,141.6
2025-09-20T14:30:25.134276,AAPL,141.84
2025-09-20T14:30:25.146685,AAPL,139.98
2025-09-20T14:30:25.159341,AAPL,141.39
2025-09-20T14:30:25.170728,AAPL,142.32
2025-09-20T14:30:25.182390,AAPL,143.8
2025-09-20T14:30:25.195079,AAPL,141.17
2025-09-20T14:30:25.208724,AAPL,141.8
2025-09-20T14:30:25.221365,AAPL,145.94
2025-09-20T14:30:25.233997,AAPL,146.3
2025-09-20T14:30:25.246091,AAPL,152.19
2025-09-20T14:30:25.258777,AAPL,152.37
2025-09-20T14:30:25.270336,AAPL,156.15
2025-09-20T14:30:25.283443,AAPL,154.78
2025-09-20T14:30:25.296141,AAPL,154.84
2025-09-20T14:30:25.306928,AAPL,158.07
2025-09-20T14:30:25.318180,AAPL,156.97
2025-09-20T14:30:25.329018,AAPL,157.44
2025-09-20T14:30:25.340744,AAPL,155.93
2025-09-20T14:30:25.353448,AAPL,156.28
2025-09-20T14:30:25.366147,AAPL,152.47
2025-09-20T14:30:25.378797,AAPL,153.2
2025-09-20T14:30:25.390269,AAPL,150.2
2025-09-20T14:30:25.402932,AAPL,150.58
2025-09-20T14:30:25.415608,AAPL,153.56
2025-09-20T14:30:25.428233,AAPL,153.23
2025-09-20T14:30:25.439985,AAPL,152.15
2025-09-20T14:30:25.452348,AAPL,155.76
2025-09-20T14:30:25.464251,AAPL,155.1
2025-09-20T14:30:25.476518,AAPL,159.75
2025-09-20T14:30:25.489132,AAPL,163.51
2025-09-20T14:30:25.499780,AAPL,161.78
2025-09-20T14:30:25.510769,AAPL,160.69
2025-09-20T14:30:25.523412,AAPL,165.13
2025-09-20T14:30:25.536051,AAPL,170.79
2025-09-20T14:30:25.547616,AAPL,166.53
2025-09-20T14:30:25.558376,AAPL,165.52
2025-09-20T14:30:25.571037,AAPL,163.45
2025-09-20T14:30:25.583693,AAPL,159.31
2025-09-20T14:30:25.596344,AAPL,156.43
2025-09-20T14:30:25.608380,AAPL,154.05
2025-09-20T14:30:25.621042,AAPL,156.02
2025-09-20T14:30:25.633641,AAPL,157.26
2025-09-20T14:30:25.645452,AAPL,154.75
2025-09-20T14:30:25.657342,AAPL,155.04
2025-09-20T14:30:25.667723,AAPL,152.96
2025-09-20T14:30:25.680501,AAPL,156.61
2025-09-20T14:30:25.692991,AAPL,152.32
2025-09-20T14:30:25.704864,AAPL,153.1
2025-09-20T14:30:25.717158,AAPL,150.09
2025-09-20T14:30:25.729755,AAPL,154.1
2025-09-20T14:30:25.742169,AAPL,152.33
2025-09-20T14:30:25.754016,AAPL,159.66
2025-09-20T14:30:25.766590,AAPL,160.98
2025-09-20T14:30:25.779168,AAPL,156.03
2025-09-20T14:30:25.791741,AAPL,158.35
2025-09-20T14:30:25.804317,AAPL,156.49
2025-09-20T14:30:25.816891,AAPL,158.67
2025-09-20T14:30:25.829456,AAPL,151.92
2025-09-20T14:30:25.842090,AAPL,152.16
2025-09-20T14:30:25.853800,AAPL,150.66
2025-09-20T14:30:25.864452,AAPL,151.49
2025-09-20T14:30:25.877092,AAPL,150.31
2025-09-20T14:30:25.888212,AAPL,147.59
2025-09-20T14:30:25.899062,AAPL,144.82
2025-09-20T14:30:25.911232,AAPL,146.48
2025-09-20T14:30:25.923854,AAPL,145.5
2025-09-20T14:30:25.934197,AAPL,146.27
2025-09-20T14:30:25.944916,AAPL,149.08
2025-09-20T14:30:25.957532,AAPL,149.04
2025-09-20T14:30:25.969172,AAPL,146.66
2025-09-20T14:30:25.981728,AAPL,145.5
2025-09-20T14:30:25.994308,AAPL,144.49
2025-09-20T14:30:26.006927,AAPL,147.67
2025-09-20T14:30:26.019571,AAPL,147.51
2025-09-20T14:30:26.031473,AAPL,150.31
2025-09-20T14:30:26.043875,AAPL,149.38
2025-09-20T14:30:26.056525,AAPL,150.63
2025-09-20T14:30:26.068526,AAPL,151.41
2025-09-20T14:30:26.078654,AAPL,152.44
2025-09-20T14:30:26.091078,AAPL,147.0
2025-09-20T14:30:26.103743,AAPL,146.2
2025-09-20T14:30:26.115619,AAPL,146.76
2025-09-20T14:30:26.128229,AAPL,148.78
2025-09-20T14:30:26.140882,AAPL,146.58
2025-09-20T14:30:26.151967,AAPL,144.69
2025-09-20T14:30:26.163255,AAPL,143.85
2025-09-20T14:30:26.175886,AAPL,143.95
2025-09-20T14:30:26.188534,AAPL,141.23
2025-09-20T14:30:26.200890,AAPL,141.86
2025-09-20T14:30:26.211304,AAPL,142.7
2025-09-20T14:30:26.222231,AAPL,144.08
2025-09-20T14:30:26.233366,AAPL,143.03
2025-09-20T14:30:26.243524,AAPL,143.51
2025-09-20T14:30:26.253943,AAPL,144.55
2025-09-20T14:30:26.264876,AAPL,142.68
2025-09-20T14:30:26.277516,AAPL,144.89
2025-09-20T14:30:26.289182,AAPL,144.56
2025-09-20T14:30:26.299741,AAPL,148.35
2025-09-20T14:30:26.311186,AAPL,150.24
2025-09-20T14:30:26.321289,AAPL,150.74
2025-09-20T14:30:26.333898,AAPL,151.97
2025-09-20T14:30:26.346475,AAPL,149.56
2025-09-20T14:30:26.359047,AAPL,147.79
2025-09-20T14:30:26.371626,AAPL,146.79
2025-09-20T14:30:26.382158,AAPL,149.06
2025-09-20T14:30:26.392876,AAPL,148.0
2025-09-20T14:30:26.404865,AAPL,144.85
2025-09-20T14:30:26.416182,AAPL,141.51
2025-09-20T14:30:26.427950,AAPL,138.6
2025-09-20T14:30:26.439134,AAPL,142.12
2025-09-20T14:30:26.451707,AAPL,144.43
2025-09-20T14:30:26.463341,AAPL,141.26
2025-09-20T14:30:26.475933,AAPL,136.99
2025-09-20T14:30:26.488514,AAPL,135.41
2025-09-20T14:30:26.499743,AAPL,141.52
2025-09-20T14:30:26.512335,AAPL,143.31
2025-09-20T14:30:26.523196,AAPL,143.26
2025-09-20T14:30:26.535799,AAPL,144.46
2025-09-20T14:30:26.548377,AAPL,145.97
2025-09-20T14:30:26.560954,AAPL,147.64
2025-09-20T14:30:26.571539,AAPL,144.7
2025-09-20T14:30:26.581693,AAPL,142.41
2025-09-20T14:30:26.592128,AAPL,145.39
2025-09-20T14:30:26.603341,AAPL,146.58
2025-09-20T14:30:26.614118,AAPL,146.1
2025-09-20T14:30:26.626717,AAPL,147.31
2025-09-20T14:30:26.639315,AAPL,149.74
2025-09-20T14:30:26.651919,AAPL,153.83
2025-09-20T14:30:26.664476,AAPL,152.91
2025-09-20T14:30:26.677060,AAPL,151.73
2025-09-20T14:30:26.689636,AAPL,149.57
2025-09-20T14:30:26.702287,AAPL,150.54
2025-09-20T14:30:26.714223,AAPL,147.77
2025-09-20T14:30:26.726844,AAPL,144.95
2025-09-20T14:30:26.739456,AAPL,139.7
2025-09-20T14:30:26.749635,AAPL,143.31
2025-09-20T14:30:26.760152,AAPL,145.87
2025-09-20T14:30:26.772814,AAPL,148.23
2025-09-20T14:30:26.785425,AAPL,149.19
2025-09-20T14:30:26.798013,AAPL,150.94
2025-09-20T14:30:26.810627,AAPL,146.69
2025-09-20T14:30:26.823225,AAPL,148.41
2025-09-20T14:30:26.835001,AAPL,151.57
2025-09-20T14:30:26.847667,AAPL,154.02
2025-09-20T14:30:26.860292,AAPL,154.55
2025-09-20T14:30:26.872963,AAPL,149.77
2025-09-20T14:30:26.883565,AAPL,151.2
2025-09-20T14:30:26.894008,AAPL,151.92
2025-09-20T14:30:26.905574,AAPL,146.08
2025-09-20T14:30:26.918159,AAPL,153.02
2025-09-20T14:30:26.929156,AAPL,149.66
2025-09-20T14:30:26.941805,AAPL,145.67
2025-09-20T14:30:26.954433,AAPL,142.89
2025-09-20T14:30:26.967064,AAPL,147.17
2025-09-20T14:30:26.979698,AAPL,148.37
2025-09-20T14:30:26.990279,AAPL,151.23
2025-09-20T14:30:27.002936,AAPL,152.84
2025-09-20T14:30:27.014509,AAPL,154.35
2025-09-20T14:30:27.027186,AAPL,153.83
2025-09-20T14:30:27.039884,AAPL,151.22
2025-09-20T14:30:27.051080,AAPL,150.74
2025-09-20T14:30:27.063728,AAPL,149.52
2025-09-20T14:30:27.076381,AAPL,154.38
2025-09-20T14:30:27.089076,AAPL,154.14
2025-09-20T14:30:27.101721,AAPL,153.43
2025-09-20T14:30:27.112544,AAPL,153.76
2025-09-20T14:30:27.125229,AAPL,152.92
2025-09-20T14:30:27.137956,AAPL,154.0
2025-09-20T14:30:27.150094,AAPL,158.89
2025-09-20T14:30:27.160876,AAPL,153.52
2025-09-20T14:30:27.171639,AAPL,160.96
2025-09-20T14:30:27.182198,AAPL,160.55
2025-09-20T14:30:27.192427,AAPL,159.84
2025-09-20T14:30:27.205010,AAPL,157.05
2025-09-20T14:30:27.217599,AAPL,160.67
2025-09-20T14:30:27.230183,AAPL,160.32
2025-09-20T14:30:27.242742,AAPL,160.45
2025-09-20T14:30:27.254845,AAPL,163.74
2025-09-20T14:30:27.267445,AAPL,158.09
2025-09-20T14:30:27.277874,AAPL,162.08
2025-09-20T14:30:27.290267,AAPL,161.03
2025-09-20T14:30:27.302910,AAPL,151.74
2025-09-20T14:30:27.315483,AAPL,148.86
2025-09-20T14:30:27.325700,AAPL,149.13
2025-09-20T14:30:27.337107,AAPL,156.39
2025-09-20T14:30:27.347181,AAPL,154.73
2025-09-20T14:30:27.359743,AAPL,158.08
2025-09-20T14:30:27.371506,AAPL,158.63
2025-09-20T14:30:27.384065,AAPL,155.72
2025-09-20T14:30:27.395715,AAPL,153.6
2025-09-20T14:30:27.407829,AAPL,155.45
2025-09-20T14:30:27.420364,AAPL,155.9
2025-09-20T14:30:27.431978,AAPL,156.49
2025-09-20T14:30:27.444571,AAPL,157.43
2025-09-20T14:30:27.457153,AAPL,160.78
2025-09-20T14:30:27.469723,AAPL,159.0
2025-09-20T14:30:27.482282,AAPL,156.65
2025-09-20T14:30:27.494841,AAPL,158.11
2025-09-20T14:30:27.507396,AAPL,154.81
2025-09-20T14:30:27.518566,AAPL,155.8
2025-09-20T14:30:27.529188,AAPL,158.17
2025-09-20T14:30:27.541774,AAPL,160.25
2025-09-20T14:30:27.609887,AAPL,167.8
2025-09-20T14:30:27.622442,AAPL,166.0
2025-09-20T14:30:27.632757,AAPL,166.26
2025-09-20T14:30:27.644902,AAPL,166.85
2025-09-20T14:30:27.657458,AAPL,168.61
2025-09-20T14:30:27.670004,AAPL,169.17
2025-09-20T14:30:27.682545,AAPL,168.14
2025-09-20T14:30:27.694209,AAPL,162.81
2025-09-20T14:30:27.706526,AAPL,157.13
2025-09-20T14:30:27.719092,AAPL,159.02
2025-09-20T14:30:27.729314,AAPL,159.91
2025-09-20T14:30:27.741888,AAPL,159.39
2025-09-20T14:30:27.754464,AAPL,154.08
2025-09-20T14:30:27.765672,AAPL,154.79
2025-09-20T14:30:27.778252,AAPL,153.65
2025-09-20T14:30:27.790807,AAPL,153.31
2025-09-20T14:30:27.803354,AAPL,154.7
2025-09-20T14:30:27.815924,AAPL,161.27
2025-09-20T14:30:27.828506,AAPL,167.9
2025-09-20T14:30:27.841100,AAPL,165.11
2025-09-20T14:30:27.853700,AAPL,170.6
2025-09-20T14:30:27.866011,AAPL,171.95
2025-09-20T14:30:27.878464,AAPL,169.76
2025-09-20T14:30:27.890992,AAPL,171.51
2025-09-20T14:30:27.902891,AAPL,168.08
2025-09-20T14:30:27.914444,AAPL,171.7
2025-09-20T14:30:27.925645,AAPL,172.93
2025-09-20T14:30:27.936958,AAPL,179.55
2025-09-20T14:30:27.949542,AAPL,176.64
2025-09-20T14:30:27.962101,AAPL,169.66
2025-09-20T14:30:27.972398,AAPL,172.02
2025-09-20T14:30:27.985034,AAPL,173.28
2025-09-20T14:30:27.997632,AAPL,175.68
2025-09-20T14:30:28.007987,AAPL,174.11
2025-09-20T14:30:28.020557,AAPL,180.66
2025-09-20T14:30:28.033121,AAPL,171.33
2025-09-20T14:30:28.045719,AAPL,175.86
2025-09-20T14:30:28.056932,AAPL,172.72
2025-09-20T14:30:28.067676,AAPL,178.94
2025-09-20T14:30:28.079354,AAPL,178.77
2025-09-20T14:30:28.091620,AAPL,181.13
2025-09-20T14:30:28.102490,AAPL,180.61
2025-09-20T14:30:28.115132,AAPL,184.64
2025-09-20T14:30:28.126319,AAPL,186.06
2025-09-20T14:30:28.137090,AAPL,186.64
